asset,market_id,market_slug,token_id,lag_hours,signal_time_ns,entry_time_ns,exit_time_ns,side,notional_usd,probability_change,gross_return,net_return,pnl_usd
BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,1,1775491200000000000,1775494800000000000,1775498400000000000,1,10.0,-0.0045000000000000005,0.004518314942764334,0.0005183149427643342,0.005183149427643342
BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,1,1775649600000000000,1775653200000000000,1775656800000000000,-1,10.0,0.0010000000000000009,0.009596786369163723,0.005596786369163723,0.05596786369163723
BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,1,1775689200000000000,1775692800000000000,1775696400000000000,1,10.0,-0.0010000000000000009,0.001601203126434081,-0.002398796873565919,-0.02398796873565919
BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,1,1775728800000000000,1775732400000000000,1775736000000000000,-1,10.0,0.0010000000000000009,-0.001819531843704647,-0.005819531843704647,-0.05819531843704647
BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,1,1775862000000000000,1775865600000000000,1775869200000000000,-1,10.0,0.0010000000000000009,-0.001729681901653235,-0.005729681901653235,-0.05729681901653235
BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,1,1776052800000000000,1776056400000000000,1776060000000000000,-1,10.0,0.0045000000000000005,-0.0019588362221605315,-0.005958836222160532,-0.059588362221605316
BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,1,1776067200000000000,1776070800000000000,1776074400000000000,1,10.0,-0.0010000000000000009,-0.0005226514304828012,-0.004522651430482801,-0.04522651430482801
BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,1,1776153600000000000,1776157200000000000,1776160800000000000,-1,10.0,0.0015000000000000013,0.002013288590604123,-0.001986711409395877,-0.01986711409395877
BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,1,1776189600000000000,1776193200000000000,1776196800000000000,-1,10.0,0.001999999999999995,0.0016287364675025007,-0.0023712635324974994,-0.023712635324974994
BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,1,1776258000000000000,1776261600000000000,1776265200000000000,1,10.0,-0.005999999999999998,-0.004149999844912711,-0.00814999984491271,-0.08149999844912711
BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,1,1776279600000000000,1776283200000000000,1776286800000000000,1,10.0,-0.0019999999999999983,-0.001317180480181479,-0.005317180480181479,-0.05317180480181479
BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,1,1776286800000000000,1776290400000000000,1776294000000000000,-1,10.0,0.0010000000000000009,0.0020544528040125076,-0.0019455471959874925,-0.019455471959874925
BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,1,1776362400000000000,1776366000000000000,1776369600000000000,1,10.0,-0.0010000000000000009,-0.0015863453255572368,-0.005586345325557237,-0.05586345325557237
BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,1,1776409200000000000,1776412800000000000,1776416400000000000,1,10.0,-0.0015000000000000013,-5.146450835935568e-06,-0.004005146450835936,-0.040051464508359357
BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,1,1776423600000000000,1776427200000000000,1776430800000000000,1,10.0,-0.0010000000000000009,0.014522179028649607,0.010522179028649607,0.10522179028649606
BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,1,1776474000000000000,1776477600000000000,1776481200000000000,-1,10.0,0.005499999999999998,0.0037138134453372773,-0.0002861865546627228,-0.0028618655466272278
BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,1,1776484800000000000,1776488400000000000,1776492000000000000,1,10.0,-0.0019999999999999983,1.7501859734592173e-05,-0.003982498140265408,-0.03982498140265408
BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,1,1776488400000000000,1776492000000000000,1776495600000000000,-1,10.0,0.0019999999999999983,0.0017917701473020298,-0.0022082298526979703,-0.022082298526979703
BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,1,1776520800000000000,1776524400000000000,1776528000000000000,1,10.0,-0.0010000000000000009,-0.0029407617490645466,-0.006940761749064547,-0.06940761749064547
BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,1,1776524400000000000,1776528000000000000,1776531600000000000,1,10.0,-0.0024999999999999988,-0.0015121798024450017,-0.005512179802445002,-0.05512179802445002
BTC,692258,microstrategy-sells-any-bitcoin-by-june-30-2026,110251828161543119357013227499774714771527179764174739487025581227481937033858,1,1776549600000000000,1776553200000000000,1776556800000000000,-1,10.0,0.0020000000000000018,-1.6514347136231677e-05,-0.004016514347136232,-0.04016514347136232
