rank,asset,market_id,market_slug,token_id,question,horizon_hours,feature_name,segment_type,segment_value,simplicity,sample_count,train_samples,test_samples,learned_direction,train_direction_match_rate,test_direction_match_rate,train_average_forward_return,test_average_forward_return,train_win_rate,test_win_rate,full_correlation,train_correlation,test_correlation,train_test_direction_match,stability,baseline_test_average_forward_return,test_improvement_over_baseline,score,grade,filter_reason
451,BTC,1343220,will-bitcoin-dip-to-10000-by-december-31-2026-888-644-567-258-946-853,42439528758178981890895605039938161151582654744978607695897321288347422769852,"Will Bitcoin dip to $10,000 by December 31, 2026?",1,flow_momentum_4h,whale_flow_bucket,normal,0.54,92,55,37,-1,0.43636363636363634,0.5405405405405406,2.4748042048144105e-05,0.0003852940350580357,0.43636363636363634,0.5405405405405406,-0.008419754227079052,-3.333277979298931e-05,0.04582149328742775,True,0.5000066665559586,0.0001877853621553796,0.0001975086729026561,2.648589482217571,WEAK,passed
452,ETH,1823795,will-ethereum-reach-2800-in-april-2026,103455081209713767851750094101142549597038869631663604903086082563273644697340,"Will Ethereum reach $2,800 in April?",24,net_flow_usdc,copy_flow_bucket,absent,0.9,88,52,36,1,0.5192307692307693,0.6111111111111112,0.00019128123314608026,-0.0005024559870844942,0.5192307692307693,0.6111111111111112,-0.018651510457381667,0.13730026003444054,nan,False,0.0,-0.0006951825612745428,0.00019272657419004864,2.3207675370602323,WEAK,train_test_direction_mismatch
453,ETH,1823795,will-ethereum-reach-2800-in-april-2026,103455081209713767851750094101142549597038869631663604903086082563273644697340,"Will Ethereum reach $2,800 in April?",24,abs_net_flow_usdc,copy_flow_bucket,absent,0.81,88,52,36,1,0.5769230769230769,0.6111111111111112,0.00019677724945961272,-0.0005024559870844942,0.5769230769230769,0.6111111111111112,0.018651510457381667,-0.13730026003444054,nan,False,0.0,-0.0006951825612745428,0.00019272657419004864,2.302767537060232,WEAK,train_test_direction_mismatch
454,ETH,1823795,will-ethereum-reach-2800-in-april-2026,103455081209713767851750094101142549597038869631663604903086082563273644697340,"Will Ethereum reach $2,800 in April?",24,unique_active_wallets,copy_flow_bucket,absent,0.81,88,52,36,1,0.5769230769230769,0.6111111111111112,0.00019677724945961272,-0.0005024559870844942,0.5769230769230769,0.6111111111111112,nan,nan,nan,False,0.0,-0.0006951825612745428,0.00019272657419004864,2.302767537060232,WEAK,train_test_direction_mismatch
455,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",24,abs_net_flow_usdc,all,all,0.9,104,62,42,-1,0.46774193548387094,0.5238095238095238,8.407734738699312e-05,0.00027043082517293584,0.46774193548387094,0.5238095238095238,-0.04732688666726063,0.14980401394380183,-0.17751834336830638,True,0.5299608027887603,7.872058684815879e-05,0.00019171023832477706,2.795921898072764,WEAK,passed
456,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",24,abs_net_flow_usdc,active_wallet_bucket,high,0.81,104,62,42,-1,0.46774193548387094,0.5238095238095238,8.407734738699312e-05,0.00027043082517293584,0.46774193548387094,0.5238095238095238,-0.04732688666726063,0.14980401394380183,-0.17751834336830638,True,0.5299608027887603,7.872058684815879e-05,0.00019171023832477706,2.777921898072764,WEAK,passed
457,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",24,abs_net_flow_usdc,whale_flow_bucket,normal,0.81,104,62,42,-1,0.46774193548387094,0.5238095238095238,8.407734738699312e-05,0.00027043082517293584,0.46774193548387094,0.5238095238095238,-0.04732688666726063,0.14980401394380183,-0.17751834336830638,True,0.5299608027887603,7.872058684815879e-05,0.00019171023832477706,2.777921898072764,WEAK,passed
458,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",24,unique_active_wallets,all,all,0.9,104,62,42,-1,0.46774193548387094,0.5238095238095238,8.407734738699312e-05,0.00027043082517293584,0.46774193548387094,0.5238095238095238,nan,nan,nan,True,0.5,7.872058684815879e-05,0.00019171023832477706,2.7659610952840032,WEAK,passed
459,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",24,unique_active_wallets,active_wallet_bucket,high,0.81,104,62,42,-1,0.46774193548387094,0.5238095238095238,8.407734738699312e-05,0.00027043082517293584,0.46774193548387094,0.5238095238095238,nan,nan,nan,True,0.5,7.872058684815879e-05,0.00019171023832477706,2.747961095284003,WEAK,passed
460,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",24,unique_active_wallets,whale_flow_bucket,normal,0.81,104,62,42,-1,0.46774193548387094,0.5238095238095238,8.407734738699312e-05,0.00027043082517293584,0.46774193548387094,0.5238095238095238,nan,nan,nan,True,0.5,7.872058684815879e-05,0.00019171023832477706,2.747961095284003,WEAK,passed
461,BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,"Will Bitcoin reach $110,000 by December 31, 2026?",4,abs_net_flow_usdc,all,all,0.9,123,73,50,-1,0.5068493150684932,0.5,0.0002396689933841946,0.00015111581168526214,0.5068493150684932,0.5,0.025125441601595383,0.033059735005213385,nan,True,0.5,-3.6187854128741216e-05,0.00018730366581400337,2.717460733162801,WEAK,passed
462,BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,"Will Bitcoin reach $110,000 by December 31, 2026?",4,unique_active_wallets,all,all,0.9,123,73,50,-1,0.5068493150684932,0.5,0.0002396689933841946,0.00015111581168526214,0.5068493150684932,0.5,nan,nan,nan,True,0.5,-3.6187854128741216e-05,0.00018730366581400337,2.717460733162801,WEAK,passed
463,BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,"Will Bitcoin reach $110,000 by December 31, 2026?",4,abs_net_flow_usdc,active_wallet_bucket,high,0.81,123,73,50,-1,0.5068493150684932,0.5,0.0002396689933841946,0.00015111581168526214,0.5068493150684932,0.5,0.025125441601595383,0.033059735005213385,nan,True,0.5,-3.6187854128741216e-05,0.00018730366581400337,2.699460733162801,WEAK,passed
464,BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,"Will Bitcoin reach $110,000 by December 31, 2026?",4,abs_net_flow_usdc,whale_flow_bucket,normal,0.81,123,73,50,-1,0.5068493150684932,0.5,0.0002396689933841946,0.00015111581168526214,0.5068493150684932,0.5,0.025125441601595383,0.033059735005213385,nan,True,0.5,-3.6187854128741216e-05,0.00018730366581400337,2.699460733162801,WEAK,passed
465,BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,"Will Bitcoin reach $110,000 by December 31, 2026?",4,unique_active_wallets,active_wallet_bucket,high,0.81,123,73,50,-1,0.5068493150684932,0.5,0.0002396689933841946,0.00015111581168526214,0.5068493150684932,0.5,nan,nan,nan,True,0.5,-3.6187854128741216e-05,0.00018730366581400337,2.699460733162801,WEAK,passed
466,BTC,701495,will-bitcoin-reach-110000-by-december-31-2026-658-339-969,74843373582432484858627201602003648342208168490128239235522790524493414154441,"Will Bitcoin reach $110,000 by December 31, 2026?",4,unique_active_wallets,whale_flow_bucket,normal,0.81,123,73,50,-1,0.5068493150684932,0.5,0.0002396689933841946,0.00015111581168526214,0.5068493150684932,0.5,nan,nan,nan,True,0.5,-3.6187854128741216e-05,0.00018730366581400337,2.699460733162801,WEAK,passed
467,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",24,flow_momentum_4h,all,all,0.6,48,28,20,1,0.4642857142857143,0.4,0.0002804412481402844,-0.0002435080191364286,0.4642857142857143,0.4,-0.11420628788496413,0.03277242764941155,0.01004827638046073,False,0.30200965527609214,-0.0004194656858398432,0.00017595766670341459,1.937201188616775,WEAK,train_test_direction_mismatch
468,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",24,flow_momentum_4h,active_wallet_bucket,high,0.54,48,28,20,1,0.4642857142857143,0.4,0.0002804412481402844,-0.0002435080191364286,0.4642857142857143,0.4,-0.11420628788496413,0.03277242764941155,0.01004827638046073,False,0.30200965527609214,-0.0004194656858398432,0.00017595766670341459,1.925201188616775,WEAK,train_test_direction_mismatch
469,BTC,1823779,will-bitcoin-dip-to-65k-in-april-2026-355-765,91891168804884935930999247357727984305771756132991676079520973027739343180431,"Will Bitcoin dip to $65,000 in April?",24,flow_momentum_4h,whale_flow_bucket,normal,0.54,48,28,20,1,0.4642857142857143,0.4,0.0002804412481402844,-0.0002435080191364286,0.4642857142857143,0.4,-0.11420628788496413,0.03277242764941155,0.01004827638046073,False,0.30200965527609214,-0.0004194656858398432,0.00017595766670341459,1.925201188616775,WEAK,train_test_direction_mismatch
470,ETH,1823796,will-ethereum-reach-2600-in-april-2026,50308948122998050994686144925841639946050360545921215447281194779092729393480,"Will Ethereum reach $2,600 in April?",1,whale_flow_score,active_wallet_bucket,high,0.7200000000000001,25,15,10,1,0.6,0.7,0.0015264608184872234,-0.0008407059816974113,0.6,0.7,0.016451150680568804,nan,-0.024849613707030357,False,0.0,-0.0010106762662581677,0.00016997028456075644,1.8279940569121513,WEAK,train_test_direction_mismatch
471,ETH,1823796,will-ethereum-reach-2600-in-april-2026,50308948122998050994686144925841639946050360545921215447281194779092729393480,"Will Ethereum reach $2,600 in April?",1,whale_flow_score,whale_flow_bucket,normal,0.7200000000000001,25,15,10,1,0.6,0.7,0.0015264608184872234,-0.0008407059816974113,0.6,0.7,0.016451150680568804,nan,-0.024849613707030357,False,0.0,-0.0010106762662581677,0.00016997028456075644,1.8279940569121513,WEAK,train_test_direction_mismatch
472,ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",4,net_flow_usdc,all,all,1.0,126,75,51,-1,0.52,0.5882352941176471,0.00035803882052223444,0.000864813813599339,0.52,0.5882352941176471,-0.09261960209310346,-0.0711604918430787,-0.10614469494802876,True,0.8142320983686158,0.000696606416731694,0.00016820739686764505,3.2243441659774392,WEAK,passed
473,ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",4,net_flow_usdc,active_wallet_bucket,high,0.9,126,75,51,-1,0.52,0.5882352941176471,0.00035803882052223444,0.000864813813599339,0.52,0.5882352941176471,-0.09261960209310346,-0.0711604918430787,-0.10614469494802876,True,0.8142320983686158,0.000696606416731694,0.00016820739686764505,3.204344165977439,WEAK,passed
474,ETH,1823799,will-ethereum-dip-to-2000-in-april-2026,115443844896518160070261607488184121309794437412699113546532889479676113001808,"Will Ethereum dip to $2,000 in April?",4,net_flow_usdc,whale_flow_bucket,normal,0.9,126,75,51,-1,0.52,0.5882352941176471,0.00035803882052223444,0.000864813813599339,0.52,0.5882352941176471,-0.09261960209310346,-0.0711604918430787,-0.10614469494802876,True,0.8142320983686158,0.000696606416731694,0.00016820739686764505,3.204344165977439,WEAK,passed
475,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",24,large_trade_count,all,all,0.8,103,61,42,-1,0.47540983606557374,0.5238095238095238,0.00016449533790605775,0.0002364887663959582,0.47540983606557374,0.5238095238095238,-0.06616630590016546,0.16111248954722315,-0.1336742218532774,True,0.5267348443706554,7.872058684815879e-05,0.0001577681795477994,2.7659075278992633,WEAK,passed
476,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",24,large_trade_count,active_wallet_bucket,high,0.7200000000000001,103,61,42,-1,0.47540983606557374,0.5238095238095238,0.00016449533790605775,0.0002364887663959582,0.47540983606557374,0.5238095238095238,-0.06616630590016546,0.16111248954722315,-0.1336742218532774,True,0.5267348443706554,7.872058684815879e-05,0.0001577681795477994,2.7499075278992633,WEAK,passed
477,BTC,1823776,will-bitcoin-reach-80k-in-april-2026-794,22893138393795740138249503228269517733051888602506683062209713465144747482167,"Will Bitcoin reach $80,000 in April?",24,large_trade_count,whale_flow_bucket,normal,0.7200000000000001,103,61,42,-1,0.47540983606557374,0.5238095238095238,0.00016449533790605775,0.0002364887663959582,0.47540983606557374,0.5238095238095238,-0.06616630590016546,0.16111248954722315,-0.1336742218532774,True,0.5267348443706554,7.872058684815879e-05,0.0001577681795477994,2.7499075278992633,WEAK,passed
478,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",4,flow_momentum_4h,all,all,0.6,77,46,31,1,0.5652173913043478,0.41935483870967744,8.206331765780951e-05,-0.0004801295287821558,0.5652173913043478,0.41935483870967744,-0.026497748550935465,-0.025296788323510226,nan,False,0.0,-0.0006353183227067634,0.0001551887939246076,1.9210377587849217,WEAK,train_test_direction_mismatch
479,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",4,flow_momentum_4h,active_wallet_bucket,high,0.54,77,46,31,1,0.5652173913043478,0.41935483870967744,8.206331765780951e-05,-0.0004801295287821558,0.5652173913043478,0.41935483870967744,-0.026497748550935465,-0.025296788323510226,nan,False,0.0,-0.0006353183227067634,0.0001551887939246076,1.9090377587849217,WEAK,train_test_direction_mismatch
480,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",4,flow_momentum_4h,flow_direction,sell_dominant,0.54,77,46,31,1,0.5652173913043478,0.41935483870967744,8.206331765780951e-05,-0.0004801295287821558,0.5652173913043478,0.41935483870967744,-0.026497748550935465,-0.025296788323510226,nan,False,0.0,-0.0006353183227067634,0.0001551887939246076,1.9090377587849217,WEAK,train_test_direction_mismatch
481,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",4,flow_momentum_4h,whale_flow_bucket,normal,0.54,77,46,31,1,0.5652173913043478,0.41935483870967744,8.206331765780951e-05,-0.0004801295287821558,0.5652173913043478,0.41935483870967744,-0.026497748550935465,-0.025296788323510226,nan,False,0.0,-0.0006353183227067634,0.0001551887939246076,1.9090377587849217,WEAK,train_test_direction_mismatch
482,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",24,flow_momentum_4h,all,all,0.6,57,34,23,1,0.6176470588235294,0.391304347826087,0.0005867324807867962,-0.0009848174184321097,0.6176470588235294,0.391304347826087,0.04706948131929184,0.19117079711636964,nan,False,0.0,-0.0011323899574901609,0.00014757253905805113,1.7195145078116103,WEAK,train_test_direction_mismatch
483,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",24,flow_momentum_4h,active_wallet_bucket,high,0.54,57,34,23,1,0.6176470588235294,0.391304347826087,0.0005867324807867962,-0.0009848174184321097,0.6176470588235294,0.391304347826087,0.04706948131929184,0.19117079711636964,nan,False,0.0,-0.0011323899574901609,0.00014757253905805113,1.7075145078116103,WEAK,train_test_direction_mismatch
484,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",24,flow_momentum_4h,flow_direction,sell_dominant,0.54,57,34,23,1,0.6176470588235294,0.391304347826087,0.0005867324807867962,-0.0009848174184321097,0.6176470588235294,0.391304347826087,0.04706948131929184,0.19117079711636964,nan,False,0.0,-0.0011323899574901609,0.00014757253905805113,1.7075145078116103,WEAK,train_test_direction_mismatch
485,BTC,1823771,will-bitcoin-reach-105k-in-april-2026,5855998775638456008143009293415543579001929689452953587667154608243793082021,"Will Bitcoin reach $105,000 in April?",24,flow_momentum_4h,whale_flow_bucket,normal,0.54,57,34,23,1,0.6176470588235294,0.391304347826087,0.0005867324807867962,-0.0009848174184321097,0.6176470588235294,0.391304347826087,0.04706948131929184,0.19117079711636964,nan,False,0.0,-0.0011323899574901609,0.00014757253905805113,1.7075145078116103,WEAK,train_test_direction_mismatch
